record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa,plot_type
649,2,20,1978,16,DM,M,35,48,Dipodomys,merriami,Rodent,Rodent Exclosure
650,3,11,1978,2,PF,F,15,7,Perognathus,flavus,Rodent,Control
651,3,11,1978,20,DM,M,38,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
652,3,11,1978,2,PF,M,14,8,Perognathus,flavus,Rodent,Control
653,3,11,1978,22,DS,F,47,133,Dipodomys,spectabilis,Rodent,Control
654,3,11,1978,22,DM,F,37,40,Dipodomys,merriami,Rodent,Control
655,3,11,1978,3,NL,M,32,232,Neotoma,albigula,Rodent,Long-term Krat Exclosure
656,3,11,1978,9,DS,F,49,128,Dipodomys,spectabilis,Rodent,Spectab exclosure
657,3,11,1978,2,DS,M,54,153,Dipodomys,spectabilis,Rodent,Control
658,3,11,1978,3,OT,F,21,22,Onychomys,torridus,Rodent,Long-term Krat Exclosure
659,3,11,1978,20,OT,F,20,21,Onychomys,torridus,Rodent,Short-term Krat Exclosure
660,3,11,1978,2,DM,M,37,53,Dipodomys,merriami,Rodent,Control
661,3,11,1978,2,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
662,3,11,1978,13,PF,F,15,8,Perognathus,flavus,Rodent,Short-term Krat Exclosure
663,3,11,1978,2,OT,M,18,25,Onychomys,torridus,Rodent,Control
664,3,11,1978,2,DM,M,35,43,Dipodomys,merriami,Rodent,Control
665,3,11,1978,20,DM,F,35,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
666,3,11,1978,13,OL,M,21,38,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
667,3,11,1978,20,DM,F,35,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
668,3,11,1978,3,OT,M,21,26,Onychomys,torridus,Rodent,Long-term Krat Exclosure
669,3,11,1978,9,DS,F,50,146,Dipodomys,spectabilis,Rodent,Spectab exclosure
670,3,11,1978,2,OT,F,20,25,Onychomys,torridus,Rodent,Control
671,3,11,1978,2,PE,M,20,28,Peromyscus,eremicus,Rodent,Control
672,3,11,1978,3,PF,M,15,8,Perognathus,flavus,Rodent,Long-term Krat Exclosure
673,3,11,1978,2,PE,F,NA,29,Peromyscus,eremicus,Rodent,Control
674,3,11,1978,20,DS,M,49,122,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
675,3,11,1978,6,NA,NA,NA,NA,NA,NA,NA,Short-term Krat Exclosure
676,3,11,1978,23,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
677,3,12,1978,5,DS,M,52,137,Dipodomys,spectabilis,Rodent,Rodent Exclosure
678,3,12,1978,4,DS,M,49,131,Dipodomys,spectabilis,Rodent,Control
679,3,12,1978,5,DS,F,49,125,Dipodomys,spectabilis,Rodent,Rodent Exclosure
680,3,12,1978,17,DM,M,NA,NA,Dipodomys,merriami,Rodent,Control
681,3,12,1978,14,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Control
682,3,12,1978,21,OT,NA,NA,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
683,3,12,1978,21,PF,F,NA,NA,Perognathus,flavus,Rodent,Long-term Krat Exclosure
684,3,12,1978,4,DM,M,35,43,Dipodomys,merriami,Rodent,Control
685,3,12,1978,17,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Control
686,3,12,1978,4,PF,NA,NA,NA,Perognathus,flavus,Rodent,Control
687,3,12,1978,5,DS,F,NA,69,Dipodomys,spectabilis,Rodent,Rodent Exclosure
688,3,12,1978,4,DS,F,48,141,Dipodomys,spectabilis,Rodent,Control
689,3,12,1978,11,DS,M,53,138,Dipodomys,spectabilis,Rodent,Control
690,3,12,1978,11,DM,M,36,43,Dipodomys,merriami,Rodent,Control
691,3,12,1978,4,DS,F,50,124,Dipodomys,spectabilis,Rodent,Control
692,3,12,1978,14,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Control
693,3,12,1978,21,OT,M,NA,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
694,3,12,1978,11,DM,F,37,43,Dipodomys,merriami,Rodent,Control
695,3,12,1978,17,RM,NA,NA,NA,Reithrodontomys,megalotis,Rodent,Control
696,3,12,1978,5,DM,F,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
697,3,12,1978,11,DM,M,36,46,Dipodomys,merriami,Rodent,Control
698,3,12,1978,14,DM,F,NA,NA,Dipodomys,merriami,Rodent,Control
699,3,12,1978,5,DM,F,36,43,Dipodomys,merriami,Rodent,Rodent Exclosure
700,3,12,1978,5,DM,M,37,49,Dipodomys,merriami,Rodent,Rodent Exclosure
701,3,12,1978,17,OL,NA,NA,NA,Onychomys,leucogaster,Rodent,Control
702,3,12,1978,5,DM,M,35,47,Dipodomys,merriami,Rodent,Rodent Exclosure
703,3,12,1978,17,DS,M,NA,NA,Dipodomys,spectabilis,Rodent,Control
704,3,12,1978,5,DM,M,35,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
705,3,12,1978,11,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Control
706,3,12,1978,17,OT,F,NA,NA,Onychomys,torridus,Rodent,Control
707,3,12,1978,17,DM,F,NA,NA,Dipodomys,merriami,Rodent,Control
708,3,12,1978,5,OT,M,20,26,Onychomys,torridus,Rodent,Rodent Exclosure
709,3,12,1978,10,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
710,3,13,1978,8,DS,M,49,152,Dipodomys,spectabilis,Rodent,Control
711,3,13,1978,18,DM,F,37,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
712,3,13,1978,15,DM,M,36,48,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
713,3,13,1978,8,OT,M,15,29,Onychomys,torridus,Rodent,Control
714,3,13,1978,15,DM,F,NA,44,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
715,3,13,1978,18,DM,M,36,49,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
716,3,13,1978,15,DM,M,35,45,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
717,3,13,1978,1,DM,F,NA,51,Dipodomys,merriami,Rodent,Spectab exclosure
718,3,13,1978,8,DO,M,35,57,Dipodomys,ordii,Rodent,Control
719,3,13,1978,18,DM,M,37,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
720,3,13,1978,8,DS,F,47,134,Dipodomys,spectabilis,Rodent,Control
721,3,13,1978,1,DM,F,37,44,Dipodomys,merriami,Rodent,Spectab exclosure
722,3,13,1978,16,OL,F,NA,30,Onychomys,leucogaster,Rodent,Rodent Exclosure
723,3,13,1978,8,OT,F,16,35,Onychomys,torridus,Rodent,Control
724,3,13,1978,15,DM,M,37,48,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
725,3,13,1978,1,DS,F,NA,146,Dipodomys,spectabilis,Rodent,Spectab exclosure
726,3,13,1978,18,DM,F,NA,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
727,3,13,1978,7,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
728,3,13,1978,12,NA,NA,NA,NA,NA,NA,NA,Control
729,3,13,1978,15,DM,M,36,46,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
730,3,13,1978,19,NA,NA,NA,NA,NA,NA,NA,Long-term Krat Exclosure
731,4,8,1978,2,DS,F,47,110,Dipodomys,spectabilis,Rodent,Control
732,4,8,1978,2,OT,NA,19,NA,Onychomys,torridus,Rodent,Control
733,4,8,1978,2,DM,M,33,NA,Dipodomys,merriami,Rodent,Control
734,4,8,1978,6,DM,M,36,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
735,4,8,1978,6,OT,F,18,NA,Onychomys,torridus,Rodent,Short-term Krat Exclosure
736,4,8,1978,6,NL,M,NA,NA,Neotoma,albigula,Rodent,Short-term Krat Exclosure
737,4,8,1978,9,DM,F,36,NA,Dipodomys,merriami,Rodent,Spectab exclosure
738,4,8,1978,13,PF,M,NA,NA,Perognathus,flavus,Rodent,Short-term Krat Exclosure
739,4,8,1978,13,PE,M,19,NA,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
740,4,8,1978,13,OL,M,NA,NA,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
741,4,8,1978,13,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
742,4,8,1978,13,PE,M,18,NA,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
743,4,8,1978,20,DM,M,36,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
744,4,8,1978,20,PE,F,21,NA,Peromyscus,eremicus,Rodent,Short-term Krat Exclosure
745,4,8,1978,22,DM,F,37,NA,Dipodomys,merriami,Rodent,Control
746,4,8,1978,22,OT,M,20,NA,Onychomys,torridus,Rodent,Control
747,4,8,1978,9,DM,F,35,NA,Dipodomys,merriami,Rodent,Spectab exclosure
748,4,8,1978,2,NL,NA,NA,NA,Neotoma,albigula,Rodent,Control
749,4,8,1978,2,DS,M,NA,NA,Dipodomys,spectabilis,Rodent,Control
750,4,8,1978,9,PF,F,NA,NA,Perognathus,flavus,Rodent,Spectab exclosure
751,4,8,1978,13,DM,M,35,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
752,4,8,1978,9,DS,F,49,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
753,4,8,1978,20,DM,F,36,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
754,4,8,1978,2,DM,M,37,NA,Dipodomys,merriami,Rodent,Control
755,4,8,1978,3,NL,F,32,NA,Neotoma,albigula,Rodent,Long-term Krat Exclosure
756,4,8,1978,21,OT,F,20,NA,Onychomys,torridus,Rodent,Long-term Krat Exclosure
757,4,8,1978,2,DM,F,NA,NA,Dipodomys,merriami,Rodent,Control
758,4,8,1978,9,DM,M,34,NA,Dipodomys,merriami,Rodent,Spectab exclosure
759,4,8,1978,22,DS,F,49,NA,Dipodomys,spectabilis,Rodent,Control
760,4,8,1978,9,DS,M,48,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
761,4,8,1978,9,DS,F,NA,NA,Dipodomys,spectabilis,Rodent,Spectab exclosure
762,4,8,1978,13,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure
763,4,8,1978,20,DS,M,50,NA,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
764,4,8,1978,2,DM,M,35,NA,Dipodomys,merriami,Rodent,Control
765,4,8,1978,9,DM,F,36,NA,Dipodomys,merriami,Rodent,Spectab exclosure
766,4,8,1978,22,DM,F,35,NA,Dipodomys,merriami,Rodent,Control
767,4,8,1978,13,DM,M,NA,NA,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
768,4,8,1978,13,OL,NA,NA,NA,Onychomys,leucogaster,Rodent,Short-term Krat Exclosure
769,4,8,1978,6,NA,NA,NA,NA,NA,NA,NA,Short-term Krat Exclosure
770,4,9,1978,4,DM,M,37,26,Dipodomys,merriami,Rodent,Control
771,4,9,1978,4,DM,M,35,44,Dipodomys,merriami,Rodent,Control
772,4,9,1978,5,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Rodent Exclosure
773,4,9,1978,5,DM,M,37,48,Dipodomys,merriami,Rodent,Rodent Exclosure
774,4,9,1978,5,DM,M,36,39,Dipodomys,merriami,Rodent,Rodent Exclosure
775,4,9,1978,5,DM,M,37,44,Dipodomys,merriami,Rodent,Rodent Exclosure
776,4,9,1978,5,DM,M,37,45,Dipodomys,merriami,Rodent,Rodent Exclosure
777,4,9,1978,8,OT,M,20,27,Onychomys,torridus,Rodent,Control
778,4,9,1978,8,DM,M,36,36,Dipodomys,merriami,Rodent,Control
779,4,9,1978,11,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Control
780,4,9,1978,11,DM,M,NA,51,Dipodomys,merriami,Rodent,Control
781,4,9,1978,11,DM,F,37,45,Dipodomys,merriami,Rodent,Control
782,4,9,1978,11,DM,M,37,47,Dipodomys,merriami,Rodent,Control
783,4,9,1978,14,DS,F,47,90,Dipodomys,spectabilis,Rodent,Control
784,4,9,1978,17,OT,M,NA,23,Onychomys,torridus,Rodent,Control
785,4,9,1978,17,DM,M,39,49,Dipodomys,merriami,Rodent,Control
786,4,9,1978,11,DS,M,52,131,Dipodomys,spectabilis,Rodent,Control
787,4,9,1978,5,DS,F,50,114,Dipodomys,spectabilis,Rodent,Rodent Exclosure
788,4,9,1978,17,DM,M,36,42,Dipodomys,merriami,Rodent,Control
789,4,9,1978,8,DS,M,52,148,Dipodomys,spectabilis,Rodent,Control
790,4,9,1978,5,DS,F,50,76,Dipodomys,spectabilis,Rodent,Rodent Exclosure
791,4,9,1978,5,DS,M,53,141,Dipodomys,spectabilis,Rodent,Rodent Exclosure
792,4,9,1978,17,DM,F,34,42,Dipodomys,merriami,Rodent,Control
793,4,9,1978,4,DS,F,49,121,Dipodomys,spectabilis,Rodent,Control
794,4,9,1978,11,DM,M,35,44,Dipodomys,merriami,Rodent,Control
795,4,9,1978,17,DO,F,33,55,Dipodomys,ordii,Rodent,Control
796,4,9,1978,4,DS,M,50,133,Dipodomys,spectabilis,Rodent,Control
797,4,9,1978,17,DS,M,50,142,Dipodomys,spectabilis,Rodent,Control
798,4,9,1978,8,DS,F,48,142,Dipodomys,spectabilis,Rodent,Control
799,4,9,1978,11,DM,F,36,46,Dipodomys,merriami,Rodent,Control
800,4,9,1978,5,DM,F,35,50,Dipodomys,merriami,Rodent,Rodent Exclosure
801,4,9,1978,14,DS,F,46,142,Dipodomys,spectabilis,Rodent,Control
802,4,9,1978,8,DM,NA,NA,NA,Dipodomys,merriami,Rodent,Control
803,4,9,1978,4,DS,F,48,84,Dipodomys,spectabilis,Rodent,Control
804,4,9,1978,4,DM,M,34,42,Dipodomys,merriami,Rodent,Control
805,4,9,1978,17,DS,F,47,142,Dipodomys,spectabilis,Rodent,Control
806,4,9,1978,4,DS,F,47,118,Dipodomys,spectabilis,Rodent,Control
807,4,9,1978,17,DM,F,35,43,Dipodomys,merriami,Rodent,Control
808,4,9,1978,11,DS,F,51,132,Dipodomys,spectabilis,Rodent,Control
809,4,9,1978,11,DS,F,47,75,Dipodomys,spectabilis,Rodent,Control
810,4,9,1978,14,DM,F,NA,49,Dipodomys,merriami,Rodent,Control
811,4,9,1978,19,NA,NA,NA,NA,NA,NA,NA,Long-term Krat Exclosure
812,4,9,1978,23,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
813,4,10,1978,1,SA,NA,NA,NA,Sylvilagus,audubonii,Rabbit,Spectab exclosure
814,4,10,1978,1,DS,M,55,168,Dipodomys,spectabilis,Rodent,Spectab exclosure
815,4,10,1978,1,DM,F,38,43,Dipodomys,merriami,Rodent,Spectab exclosure
816,4,10,1978,18,DS,F,46,84,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
817,4,10,1978,12,DM,F,37,NA,Dipodomys,merriami,Rodent,Control
818,4,10,1978,1,DS,F,49,87,Dipodomys,spectabilis,Rodent,Spectab exclosure
819,4,10,1978,12,DS,F,NA,117,Dipodomys,spectabilis,Rodent,Control
820,4,10,1978,18,DM,F,35,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
821,4,10,1978,16,DM,F,34,41,Dipodomys,merriami,Rodent,Rodent Exclosure
822,4,10,1978,1,DS,F,48,140,Dipodomys,spectabilis,Rodent,Spectab exclosure
823,4,10,1978,18,DM,F,33,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
824,4,10,1978,12,DM,M,38,45,Dipodomys,merriami,Rodent,Control
825,4,10,1978,18,NL,M,NA,225,Neotoma,albigula,Rodent,Short-term Krat Exclosure
826,4,10,1978,16,OT,M,20,18,Onychomys,torridus,Rodent,Rodent Exclosure
827,4,10,1978,15,DM,M,36,47,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
828,4,10,1978,18,DM,NA,NA,48,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
829,4,10,1978,1,DS,M,48,89,Dipodomys,spectabilis,Rodent,Spectab exclosure
830,4,10,1978,18,DM,M,38,51,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
831,4,10,1978,7,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
832,4,10,1978,10,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
833,5,6,1978,2,PF,M,14,8,Perognathus,flavus,Rodent,Control
834,5,6,1978,22,DM,M,38,47,Dipodomys,merriami,Rodent,Control
835,5,6,1978,2,DS,M,53,149,Dipodomys,spectabilis,Rodent,Control
836,5,6,1978,9,DS,F,49,124,Dipodomys,spectabilis,Rodent,Spectab exclosure
837,5,6,1978,6,DS,F,48,73,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
838,5,6,1978,2,DM,M,37,48,Dipodomys,merriami,Rodent,Control
839,5,6,1978,9,DS,M,51,139,Dipodomys,spectabilis,Rodent,Spectab exclosure
840,5,6,1978,6,DM,M,37,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
841,5,6,1978,20,DS,M,NA,123,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
842,5,6,1978,2,DM,F,38,41,Dipodomys,merriami,Rodent,Control
843,5,6,1978,22,DS,F,50,114,Dipodomys,spectabilis,Rodent,Control
844,5,6,1978,9,DS,F,46,59,Dipodomys,spectabilis,Rodent,Spectab exclosure
845,5,6,1978,2,NL,M,32,204,Neotoma,albigula,Rodent,Control
846,5,6,1978,9,DS,F,NA,90,Dipodomys,spectabilis,Rodent,Spectab exclosure
847,5,6,1978,20,DM,M,35,45,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
848,5,6,1978,22,NL,M,32,212,Neotoma,albigula,Rodent,Control
849,5,6,1978,2,DM,M,36,43,Dipodomys,merriami,Rodent,Control
850,5,6,1978,22,DS,F,48,91,Dipodomys,spectabilis,Rodent,Control
851,5,6,1978,9,DS,M,46,50,Dipodomys,spectabilis,Rodent,Spectab exclosure
852,5,6,1978,13,DM,M,36,44,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
853,5,6,1978,9,DS,F,49,113,Dipodomys,spectabilis,Rodent,Spectab exclosure
854,5,6,1978,9,DM,M,36,36,Dipodomys,merriami,Rodent,Spectab exclosure
855,5,6,1978,9,DS,F,NA,90,Dipodomys,spectabilis,Rodent,Spectab exclosure
856,5,6,1978,9,DM,F,37,50,Dipodomys,merriami,Rodent,Spectab exclosure
857,5,6,1978,13,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Short-term Krat Exclosure
858,5,6,1978,3,NA,NA,NA,NA,NA,NA,NA,Long-term Krat Exclosure
859,5,6,1978,21,OT,F,13,9,Onychomys,torridus,Rodent,Long-term Krat Exclosure
860,5,17,1978,14,OL,M,NA,NA,Onychomys,leucogaster,Rodent,Control
861,5,17,1978,21,OL,F,19,29,Onychomys,leucogaster,Rodent,Long-term Krat Exclosure
862,5,17,1978,5,DS,M,52,137,Dipodomys,spectabilis,Rodent,Rodent Exclosure
863,5,17,1978,5,DS,M,48,57,Dipodomys,spectabilis,Rodent,Rodent Exclosure
864,5,17,1978,12,DS,F,NA,121,Dipodomys,spectabilis,Rodent,Control
865,5,17,1978,20,DM,F,37,31,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
866,5,17,1978,12,DM,F,37,41,Dipodomys,merriami,Rodent,Control
867,5,17,1978,6,DM,M,37,37,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
868,5,17,1978,6,DS,F,50,83,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
869,5,17,1978,20,NL,F,33,174,Neotoma,albigula,Rodent,Short-term Krat Exclosure
870,5,17,1978,22,DS,F,49,116,Dipodomys,spectabilis,Rodent,Control
871,5,17,1978,6,DS,F,NA,74,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
872,5,17,1978,20,DS,M,52,130,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
873,5,17,1978,22,DS,F,50,NA,Dipodomys,spectabilis,Rodent,Control
874,5,17,1978,20,DM,M,37,40,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
875,5,17,1978,5,NL,F,33,212,Neotoma,albigula,Rodent,Rodent Exclosure
876,5,17,1978,6,DM,M,36,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
877,5,17,1978,12,DS,F,50,83,Dipodomys,spectabilis,Rodent,Control
878,5,17,1978,19,NA,NA,NA,NA,NA,NA,NA,Long-term Krat Exclosure
879,5,17,1978,23,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
880,5,18,1978,16,DM,M,NA,48,Dipodomys,merriami,Rodent,Rodent Exclosure
881,5,18,1978,18,DM,F,35,41,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
882,5,18,1978,11,DS,M,52,118,Dipodomys,spectabilis,Rodent,Control
883,5,18,1978,17,PM,F,20,22,Peromyscus,maniculatus,Rodent,Control
884,5,18,1978,18,DS,M,49,102,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
885,5,18,1978,11,DM,M,36,42,Dipodomys,merriami,Rodent,Control
886,5,18,1978,3,NL,F,NA,182,Neotoma,albigula,Rodent,Long-term Krat Exclosure
887,5,18,1978,11,DM,F,34,29,Dipodomys,merriami,Rodent,Control
888,5,18,1978,17,DM,M,34,23,Dipodomys,merriami,Rodent,Control
889,5,18,1978,18,DS,F,50,138,Dipodomys,spectabilis,Rodent,Short-term Krat Exclosure
890,5,18,1978,17,DS,M,49,131,Dipodomys,spectabilis,Rodent,Control
891,5,18,1978,17,DM,M,35,41,Dipodomys,merriami,Rodent,Control
892,5,18,1978,17,DS,F,50,115,Dipodomys,spectabilis,Rodent,Control
893,5,18,1978,14,DS,F,48,121,Dipodomys,spectabilis,Rodent,Control
894,5,18,1978,17,DM,F,35,38,Dipodomys,merriami,Rodent,Control
895,5,18,1978,4,DS,M,50,126,Dipodomys,spectabilis,Rodent,Control
896,5,18,1978,4,DS,F,50,120,Dipodomys,spectabilis,Rodent,Control
897,5,18,1978,11,PP,M,21,15,Chaetodipus,penicillatus,Rodent,Control
898,5,18,1978,11,DM,F,35,29,Dipodomys,merriami,Rodent,Control
899,5,18,1978,18,DM,F,33,43,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
900,5,18,1978,15,DM,M,37,41,Dipodomys,merriami,Rodent,Long-term Krat Exclosure
901,5,18,1978,4,DS,F,48,68,Dipodomys,spectabilis,Rodent,Control
902,5,18,1978,4,DS,M,NA,83,Dipodomys,spectabilis,Rodent,Control
903,5,18,1978,14,DM,M,35,NA,Dipodomys,merriami,Rodent,Control
904,5,18,1978,11,DS,F,52,97,Dipodomys,spectabilis,Rodent,Control
905,5,18,1978,17,DM,M,33,21,Dipodomys,merriami,Rodent,Control
906,5,18,1978,11,DM,M,34,21,Dipodomys,merriami,Rodent,Control
907,5,18,1978,14,DM,F,36,44,Dipodomys,merriami,Rodent,Control
908,5,18,1978,17,DO,M,33,18,Dipodomys,ordii,Rodent,Control
909,5,18,1978,4,DM,M,36,40,Dipodomys,merriami,Rodent,Control
910,5,18,1978,17,DM,F,37,41,Dipodomys,merriami,Rodent,Control
911,5,19,1978,9,DS,F,48,129,Dipodomys,spectabilis,Rodent,Spectab exclosure
912,5,19,1978,2,DS,M,NA,148,Dipodomys,spectabilis,Rodent,Control
913,5,19,1978,1,DM,M,37,42,Dipodomys,merriami,Rodent,Spectab exclosure
914,5,19,1978,2,DM,F,NA,41,Dipodomys,merriami,Rodent,Control
915,5,19,1978,13,OT,F,18,24,Onychomys,torridus,Rodent,Short-term Krat Exclosure
916,5,19,1978,8,DS,F,50,108,Dipodomys,spectabilis,Rodent,Control
917,5,19,1978,1,DS,M,52,160,Dipodomys,spectabilis,Rodent,Spectab exclosure
918,5,19,1978,2,OT,F,21,30,Onychomys,torridus,Rodent,Control
919,5,19,1978,8,DO,M,35,54,Dipodomys,ordii,Rodent,Control
920,5,19,1978,8,PF,F,15,7,Perognathus,flavus,Rodent,Control
921,5,19,1978,8,DS,F,48,125,Dipodomys,spectabilis,Rodent,Control
922,5,19,1978,1,DS,M,50,100,Dipodomys,spectabilis,Rodent,Spectab exclosure
923,5,19,1978,1,DM,M,34,21,Dipodomys,merriami,Rodent,Spectab exclosure
924,5,19,1978,2,DM,M,37,49,Dipodomys,merriami,Rodent,Control
925,5,19,1978,9,DM,M,36,35,Dipodomys,merriami,Rodent,Spectab exclosure
926,5,19,1978,1,DO,M,35,37,Dipodomys,ordii,Rodent,Spectab exclosure
927,5,19,1978,9,DS,F,48,64,Dipodomys,spectabilis,Rodent,Spectab exclosure
928,5,19,1978,1,DS,F,NA,131,Dipodomys,spectabilis,Rodent,Spectab exclosure
929,5,19,1978,1,DS,M,48,54,Dipodomys,spectabilis,Rodent,Spectab exclosure
930,5,19,1978,2,DM,M,36,44,Dipodomys,merriami,Rodent,Control
931,5,19,1978,9,DS,F,46,90,Dipodomys,spectabilis,Rodent,Spectab exclosure
932,5,19,1978,1,DM,F,37,39,Dipodomys,merriami,Rodent,Spectab exclosure
933,5,19,1978,2,PP,F,20,13,Chaetodipus,penicillatus,Rodent,Control
934,5,19,1978,2,DS,F,47,114,Dipodomys,spectabilis,Rodent,Control
935,5,19,1978,7,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
936,5,19,1978,10,NA,NA,NA,NA,NA,NA,NA,Rodent Exclosure
937,6,8,1978,12,DS,M,NA,90,Dipodomys,spectabilis,Rodent,Control
938,6,8,1978,20,DM,M,38,46,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
939,6,8,1978,8,DS,F,51,110,Dipodomys,spectabilis,Rodent,Control
940,6,8,1978,11,DS,M,51,119,Dipodomys,spectabilis,Rodent,Control
941,6,8,1978,17,DM,M,36,29,Dipodomys,merriami,Rodent,Control
942,6,8,1978,20,DM,M,32,48,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
943,6,8,1978,8,SS,NA,NA,NA,Spermophilus,spilosoma,Rodent,Control
944,6,8,1978,9,DS,F,50,124,Dipodomys,spectabilis,Rodent,Spectab exclosure
945,6,8,1978,12,DS,F,49,84,Dipodomys,spectabilis,Rodent,Control
946,6,8,1978,11,DM,F,36,43,Dipodomys,merriami,Rodent,Control
947,6,8,1978,17,DM,F,33,43,Dipodomys,merriami,Rodent,Control
948,6,8,1978,9,DM,M,37,40,Dipodomys,merriami,Rodent,Spectab exclosure
949,6,8,1978,22,DS,F,49,120,Dipodomys,spectabilis,Rodent,Control
950,6,8,1978,8,DO,F,34,55,Dipodomys,ordii,Rodent,Control
951,6,8,1978,17,OL,F,21,29,Onychomys,leucogaster,Rodent,Control
952,6,8,1978,20,DM,F,34,26,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
953,6,8,1978,12,DS,F,52,115,Dipodomys,spectabilis,Rodent,Control
954,6,8,1978,22,DM,M,36,45,Dipodomys,merriami,Rodent,Control
955,6,8,1978,9,DS,M,47,70,Dipodomys,spectabilis,Rodent,Spectab exclosure
956,6,8,1978,17,DS,F,49,123,Dipodomys,spectabilis,Rodent,Control
957,6,8,1978,12,DM,F,33,16,Dipodomys,merriami,Rodent,Control
958,6,8,1978,20,DM,F,36,42,Dipodomys,merriami,Rodent,Short-term Krat Exclosure
959,6,8,1978,8,DS,F,47,125,Dipodomys,spectabilis,Rodent,Control
960,6,8,1978,12,DM,M,NA,19,Dipodomys,merriami,Rodent,Control
961,6,8,1978,8,DO,M,36,55,Dipodomys,ordii,Rodent,Control
962,6,8,1978,22,DS,F,47,117,Dipodomys,spectabilis,Rodent,Control
963,6,8,1978,17,DS,M,50,133,Dipodomys,spectabilis,Rodent,Control
964,6,8,1978,9,DM,M,36,36,Dipodomys,merriami,Rodent,Spectab exclosure
